,st_KMeans,st_HDBSCAN,st_Agglomerative,ts_KMeans,ts_HDBSCAN,ts_Agglomerative,mm_KMeans,mm_HDBSCAN,mm_Agglomerative,lf_KMeans,lf_HDBSCAN,lf_Agglomerative
2880,12,1,0,3,5,95,13,12,10,8,0,0
2881,12,1,0,14,14,5,6,10,14,8,0,0
2882,12,1,0,2,25,27,6,3,4,8,0,0
2883,2,0,2,5,26,9,9,1,16,18,-1,2
2884,4,1,0,11,7,85,8,2,6,13,0,0
2885,4,1,0,15,1,50,2,3,4,13,0,0
2886,2,0,1,10,18,43,0,7,13,11,-1,1
2887,1,1,0,9,6,37,8,2,6,14,-1,0
2888,2,0,2,13,12,21,9,1,23,18,2,2
2889,1,1,0,9,4,76,12,8,19,14,-1,0
2890,1,1,0,6,22,49,8,5,11,14,-1,0
2891,14,0,2,6,22,20,10,2,0,0,-1,2
2892,5,1,0,15,1,50,2,3,4,6,0,0
2893,5,1,0,11,6,1,2,3,4,6,-1,0
2894,9,1,0,3,8,57,6,2,32,14,-1,0
2895,10,-1,2,13,21,69,14,0,9,3,-1,2
2896,14,0,2,10,-1,26,8,2,6,0,-1,2
2897,16,-1,0,16,21,54,13,12,10,19,-1,0
2898,6,0,1,1,2,4,7,13,15,7,1,1
2899,16,1,0,1,2,4,13,12,10,19,-1,0
2900,14,0,2,4,11,31,3,8,38,0,2,2
2901,3,0,1,1,2,4,1,4,20,5,0,1
2902,2,0,2,0,-1,56,9,1,18,11,-1,2
2903,9,1,0,6,22,98,13,6,3,1,-1,0
2904,0,0,1,15,1,50,4,13,24,12,-1,1
2905,15,1,0,1,2,4,13,12,10,16,0,0
2906,4,1,0,3,8,57,2,3,4,13,0,0
2907,2,0,2,7,-1,51,9,1,18,11,2,2
2908,13,0,1,5,26,9,11,11,21,2,0,1
2909,11,-1,2,15,1,50,0,7,13,15,-1,1
2910,0,0,1,1,3,4,1,4,20,12,0,1
2911,4,1,0,17,-1,48,2,3,4,4,0,0
2912,6,0,1,5,-1,55,7,13,33,7,1,1
2913,11,-1,1,16,21,59,4,13,24,15,-1,1
2914,10,-1,2,2,-1,27,14,0,9,3,-1,2
2915,13,0,1,4,11,96,1,4,20,2,-1,1
2916,1,1,0,16,21,59,6,10,14,14,-1,0
2917,6,0,1,1,2,66,7,13,33,7,1,1
2918,14,0,2,8,20,86,14,0,8,0,2,2
2919,15,1,0,6,-1,61,13,6,3,16,-1,0
2920,0,-1,1,1,2,4,0,7,13,12,-1,1
2921,14,0,2,14,15,79,3,8,31,0,2,2
2922,4,1,0,11,-1,24,8,5,11,13,-1,0
2923,15,1,0,1,3,4,13,12,10,16,0,0
2924,6,0,1,3,5,95,7,13,15,7,1,1
2925,9,1,0,6,22,20,12,9,22,10,-1,0
2926,1,1,0,16,-1,83,8,5,11,14,-1,0
2927,2,0,2,5,13,14,9,1,18,11,-1,2
2928,11,-1,1,0,16,45,0,7,13,18,-1,1
2929,6,0,1,3,8,57,7,13,33,7,1,1
2930,3,0,1,20,-1,12,1,4,7,5,0,1
2931,4,1,0,4,11,29,2,3,4,4,-1,0
2932,9,1,0,19,16,46,12,8,26,10,-1,0
2933,3,0,1,9,4,76,10,4,1,5,0,1
2934,1,1,0,13,12,21,6,2,32,14,0,0
2935,6,0,1,9,4,90,7,13,15,7,1,1
2936,1,1,0,19,-1,44,12,8,19,14,0,0
2937,12,1,0,3,5,95,6,10,14,8,0,0
2938,12,1,0,1,2,4,6,10,10,8,0,0
2939,7,0,2,14,10,23,14,0,8,17,-1,2
2940,4,1,0,16,21,71,8,5,11,4,0,0
2941,2,0,2,0,18,34,9,1,18,11,2,2
2942,6,0,1,11,-1,73,7,13,33,7,-1,1
2943,6,0,1,16,21,59,4,-1,25,12,-1,1
2944,14,0,2,15,0,3,3,0,29,0,-1,2
2945,14,0,1,14,15,79,0,7,13,0,2,2
2946,15,1,0,1,2,66,13,12,10,16,0,0
2947,9,-1,0,16,24,30,12,8,22,10,-1,0
2948,16,1,0,16,21,59,13,12,10,19,-1,0
2949,9,-1,0,1,3,53,13,12,10,16,-1,0
2950,8,0,1,18,-1,25,1,4,20,9,-1,1
2951,10,-1,2,12,11,29,5,1,5,3,-1,2
2952,13,-1,1,11,7,85,11,11,21,2,0,1
2953,10,-1,2,2,25,15,5,1,30,18,-1,2
2954,6,0,1,14,14,5,0,7,13,7,-1,1
2955,14,0,2,4,11,96,10,2,0,0,-1,2
2956,11,0,1,3,8,57,7,13,24,15,1,1
2957,1,1,0,10,-1,70,8,5,11,4,0,0
2958,10,-1,2,12,22,20,0,1,30,18,-1,2
2959,2,0,2,9,4,76,9,1,18,11,-1,2
2960,3,0,1,19,16,6,1,4,20,5,0,1
2961,4,1,0,6,23,91,8,2,6,4,0,0
2962,2,0,2,12,23,91,5,1,5,11,2,2
2963,7,0,2,4,11,18,5,1,28,17,-1,2
2964,10,-1,2,6,22,20,14,0,9,3,-1,2
2965,1,1,0,4,11,18,6,2,32,14,-1,0
2966,12,1,0,4,-1,16,6,10,14,8,-1,0
2967,3,0,1,5,-1,55,10,4,1,5,-1,1
2968,4,1,0,5,13,14,2,3,4,13,0,0
2969,16,-1,0,16,21,59,13,12,10,19,-1,0
2970,3,0,1,16,21,54,1,4,7,5,0,1
2971,14,0,2,4,11,31,3,0,29,0,2,2
2972,12,1,0,13,-1,36,6,10,14,8,-1,0
2973,4,1,0,18,-1,71,2,3,4,13,0,0
2974,15,1,0,13,-1,65,13,12,10,16,0,0
2975,9,1,0,5,-1,9,12,8,26,10,-1,0
2976,1,1,0,10,-1,46,12,9,22,1,-1,0
2977,1,1,0,4,11,18,12,8,26,4,0,0
2978,2,0,2,13,17,81,9,1,36,11,2,2
2979,0,-1,2,17,-1,92,4,14,17,12,-1,2
2980,14,0,1,19,-1,74,12,6,3,0,-1,2
2981,0,-1,1,3,5,95,4,-1,17,12,-1,1
2982,4,1,0,9,4,90,2,3,4,13,0,0
2983,4,1,0,16,21,59,8,2,6,4,0,0
2984,3,0,1,11,7,85,1,4,27,5,0,1
2985,15,1,0,8,20,86,13,6,3,16,0,0
2986,15,1,0,5,13,14,13,12,10,16,0,0
2987,13,0,1,6,22,98,11,11,21,2,-1,1
2988,4,1,0,13,-1,36,2,3,4,13,0,0
2989,8,-1,1,13,-1,65,10,2,0,9,-1,1
2990,11,-1,1,0,-1,56,4,13,24,15,-1,1
2991,6,0,1,0,16,45,7,13,34,7,-1,1
2992,3,0,1,1,3,4,1,4,27,5,0,1
2993,2,0,2,10,18,87,9,1,18,11,2,2
2994,7,0,2,9,4,90,0,7,13,17,-1,2
2995,15,1,0,6,22,20,13,12,10,16,-1,0
2996,14,0,2,14,15,79,10,2,0,0,2,2
2997,14,0,1,3,8,57,6,2,32,0,-1,2
2998,11,-1,1,6,23,91,4,13,24,15,-1,1
2999,3,0,1,3,5,95,4,14,17,5,1,1
3000,3,0,1,1,3,53,10,4,1,5,0,1
3001,3,0,1,0,16,45,4,13,17,5,-1,1
3002,8,0,1,20,-1,99,4,14,35,15,-1,1
3003,3,0,1,5,26,9,1,4,7,5,0,1
3004,13,0,1,1,-1,40,11,11,2,2,-1,1
3005,15,1,0,20,10,88,13,12,10,16,0,0
3006,6,0,1,13,12,21,7,13,34,7,-1,1
3007,13,-1,1,1,3,3,11,11,2,12,-1,1
3008,1,1,0,8,20,86,13,12,10,14,-1,0
3009,2,0,2,2,25,27,5,1,5,11,-1,2
3010,1,1,0,3,5,95,6,2,32,14,0,0
3011,13,0,1,13,12,21,11,11,2,2,0,1
3012,4,1,0,5,-1,14,2,3,4,13,0,0
3013,4,1,0,11,7,85,2,3,4,13,0,0
3014,4,1,0,15,1,66,8,2,6,13,0,0
3015,14,0,2,18,17,22,14,0,8,0,-1,2
3016,7,0,2,17,-1,48,3,8,38,17,-1,2
3017,12,1,0,1,3,53,6,10,14,8,0,0
3018,4,1,0,9,-1,63,2,3,4,13,-1,0
3019,12,1,0,7,-1,32,6,10,14,8,0,0
3020,4,1,0,8,20,60,2,3,4,13,0,0
3021,2,0,2,17,-1,48,9,1,16,11,-1,2
3022,12,1,0,7,-1,51,6,10,14,8,-1,0
3023,14,0,1,16,-1,83,12,8,19,0,1,2
3024,14,0,2,2,25,27,5,1,5,0,2,2
3025,11,-1,1,1,2,4,4,13,24,15,-1,1
3026,12,1,0,11,6,1,13,12,10,8,-1,0
3027,3,0,1,15,1,50,1,4,7,5,0,1
3028,15,1,0,0,16,0,13,6,3,14,0,0
3029,2,-1,1,3,-1,56,9,1,23,18,-1,1
3030,1,1,0,6,22,20,8,5,11,4,0,0
3031,3,0,2,5,13,14,10,2,0,5,-1,1
3032,15,1,0,2,25,9,13,12,10,16,0,0
3033,15,1,0,0,16,45,13,12,10,16,0,0
3034,13,0,1,4,11,18,11,11,21,2,0,1
3035,3,0,1,13,12,21,1,4,7,5,-1,1
3036,5,1,0,3,8,57,6,10,14,6,-1,0
3037,13,0,1,7,-1,75,11,11,2,2,-1,1
3038,15,-1,0,14,-1,5,13,12,10,16,-1,0
3039,3,0,1,11,7,85,10,4,1,5,0,1
3040,14,0,2,14,15,79,14,0,8,0,2,2
3041,1,1,0,16,-1,30,13,6,3,4,0,0
3042,10,-1,2,12,23,11,9,1,16,18,-1,2
3043,4,1,0,16,21,59,8,2,6,4,0,0
3044,9,-1,0,16,21,54,12,9,22,16,-1,0
3045,4,1,0,3,5,95,2,3,4,13,0,0
3046,1,-1,0,11,7,85,8,2,6,14,-1,0
3047,2,0,2,9,4,90,9,1,18,11,2,2
3048,3,0,1,8,19,35,10,4,1,5,0,1
3049,9,1,0,17,-1,35,12,9,22,10,-1,0
3050,7,0,2,5,13,14,9,1,18,17,-1,2
3051,1,1,0,4,11,78,12,8,26,14,0,0
3052,1,1,0,4,11,78,6,2,32,14,0,0
3053,12,1,0,8,20,97,6,10,14,8,0,0
3054,12,1,0,8,20,60,6,10,14,8,0,0
3055,11,0,1,5,13,14,4,14,17,15,-1,1
3056,15,1,0,0,18,34,13,10,10,16,0,0
3057,5,1,0,11,-1,2,2,3,4,6,0,0
3058,8,-1,1,5,-1,55,6,2,32,9,-1,1
3059,15,1,0,9,6,37,13,12,10,16,-1,0
3060,14,0,2,17,13,7,3,0,29,0,2,2
3061,12,1,0,13,-1,69,6,10,14,8,0,0
3062,6,0,1,1,-1,62,11,-1,39,7,-1,1
3063,8,0,1,10,18,87,1,4,27,9,-1,1
3064,3,0,2,17,-1,41,10,2,0,5,-1,1
3065,3,0,1,8,20,97,1,4,7,5,0,1
3066,2,0,2,8,20,97,9,1,36,11,2,2
3067,15,-1,0,5,-1,14,13,10,10,16,-1,0
3068,7,-1,2,8,20,60,14,0,9,17,-1,2
3069,1,1,0,20,-1,12,6,10,14,14,0,0
3070,12,1,0,1,3,3,13,12,10,8,0,0
3071,6,0,1,11,6,1,7,13,33,7,1,1
3072,0,-1,2,17,-1,9,0,7,13,17,-1,1
3073,14,0,2,13,12,21,6,2,32,0,-1,2
3074,0,0,1,15,1,50,6,2,32,12,-1,1
3075,11,0,1,1,-1,52,7,13,15,15,-1,1
3076,14,0,1,6,22,20,0,7,13,0,-1,2
3077,16,1,0,12,23,91,12,9,22,1,-1,0
3078,3,0,1,8,20,97,10,4,1,5,0,1
3079,4,1,0,14,15,79,2,3,4,13,0,0
3080,6,0,1,18,-1,82,7,13,34,7,-1,1
3081,3,0,1,12,-1,93,1,4,7,5,0,1
3082,0,0,1,8,20,60,4,13,24,12,1,1
3083,0,0,1,12,-1,43,4,-1,35,12,-1,1
3084,2,-1,0,13,12,21,12,9,22,11,-1,0
3085,1,1,0,14,15,79,6,2,32,14,0,0
3086,13,0,1,8,19,89,11,11,21,2,0,1
3087,6,0,1,12,-1,11,7,13,24,18,-1,1
3088,6,0,1,9,-1,63,0,7,13,7,-1,1
3089,6,0,1,11,-1,56,6,11,2,7,1,1
3090,9,1,0,6,22,61,12,9,22,1,-1,0
3091,0,0,1,15,1,50,11,11,2,12,-1,1
3092,4,1,0,0,-1,56,8,5,11,4,0,0
3093,4,1,0,7,-1,75,2,3,4,13,-1,0
3094,13,0,1,11,6,1,11,-1,39,2,0,1
3095,8,-1,2,17,-1,9,10,4,20,9,-1,2
3096,16,1,0,0,16,45,13,12,10,19,-1,0
3097,1,1,0,18,-1,25,6,2,32,14,-1,0
3098,8,0,1,8,20,60,11,11,2,9,0,1
3099,14,0,2,14,10,23,14,0,8,11,-1,2
3100,14,0,2,4,11,13,14,0,8,0,2,2
3101,10,-1,2,5,13,14,5,1,30,18,-1,2
3102,1,1,0,3,5,95,6,10,14,14,-1,0
3103,6,0,1,1,-1,62,7,13,15,7,-1,1
3104,4,1,0,13,-1,36,2,3,4,13,0,0
3105,3,0,1,16,21,59,1,4,20,5,0,1
3106,13,0,1,5,13,7,11,11,2,2,0,1
3107,2,0,2,10,18,87,9,1,36,11,2,2
3108,12,1,0,1,-1,52,6,10,14,8,0,0
3109,6,0,2,2,25,15,0,6,3,7,-1,1
3110,0,-1,2,5,26,9,0,7,13,18,-1,2
3111,4,1,0,14,-1,12,8,2,6,13,0,0
3112,6,0,1,11,7,85,7,13,15,7,1,1
3113,4,1,0,17,-1,92,2,3,4,13,0,0
3114,6,0,1,11,9,2,4,14,17,7,-1,1
3115,8,0,1,3,-1,1,10,4,1,9,-1,1
3116,15,1,0,15,1,50,13,12,10,16,-1,0
3117,1,1,0,18,-1,71,12,8,26,14,0,0
3118,4,1,0,3,5,95,2,3,4,13,0,0
3119,3,0,1,1,3,4,10,4,1,5,0,1
3120,4,-1,0,14,-1,12,2,3,4,13,-1,0
3121,8,0,1,15,1,50,10,2,0,9,-1,1
3122,8,0,1,1,2,4,6,2,32,15,-1,1
3123,1,1,0,5,13,14,8,2,6,4,0,0
3124,1,1,0,6,22,49,12,9,22,1,-1,0
3125,9,1,0,10,18,87,13,6,3,1,-1,0
3126,12,1,0,16,21,54,6,10,14,8,-1,0
3127,4,1,0,12,23,91,8,5,11,4,0,0
3128,3,0,1,1,2,4,10,4,1,5,0,1
3129,7,0,2,18,17,22,3,8,38,17,-1,2
3130,12,1,0,20,-1,19,6,10,14,13,0,0
3131,8,0,1,19,-1,68,10,4,1,9,-1,1
3132,6,0,1,0,16,45,0,7,13,7,2,1
3133,12,1,0,20,-1,19,13,10,10,8,-1,0
3134,9,1,0,16,21,59,12,8,19,10,-1,0
3135,3,0,1,3,8,57,1,4,20,5,0,1
3136,4,1,0,11,9,2,2,3,4,13,0,0
3137,4,1,0,1,2,66,2,3,4,13,-1,0
3138,14,0,2,6,22,20,14,0,8,0,2,2
3139,0,0,1,5,-1,55,4,-1,25,12,-1,1
3140,1,1,0,4,10,33,0,6,3,4,-1,0
3141,7,-1,2,20,-1,19,5,1,5,17,-1,2
3142,1,1,0,6,22,61,8,5,11,4,0,0
3143,4,1,0,20,-1,99,8,5,11,4,-1,0
3144,3,0,2,5,13,14,1,4,20,5,0,1
3145,0,-1,1,13,26,10,4,14,35,12,-1,1
3146,3,0,1,10,-1,70,1,4,20,5,0,1
3147,9,1,0,18,-1,71,13,6,3,10,-1,0
3148,1,1,0,16,21,59,12,9,22,11,-1,0
3149,15,1,0,6,22,61,13,12,10,16,-1,0
3150,1,1,0,15,1,50,13,12,10,14,-1,0
3151,3,-1,1,17,-1,33,10,2,0,5,-1,1
3152,3,0,1,3,5,95,10,4,1,5,0,1
3153,16,1,0,1,-1,62,13,12,10,19,-1,0
3154,2,0,2,12,23,91,9,1,16,11,-1,2
3155,3,0,1,1,2,4,1,4,20,5,0,1
3156,14,0,2,19,16,6,10,2,0,0,-1,2
3157,0,0,1,4,10,96,4,-1,24,12,-1,1
3158,4,1,0,11,9,2,2,3,4,13,0,0
3159,8,0,1,1,3,53,4,14,35,15,-1,1
3160,14,0,2,0,18,34,8,2,32,0,2,2
3161,15,1,0,16,21,30,13,12,10,16,0,0
3162,14,0,2,12,23,91,14,0,9,0,2,2
3163,3,0,1,0,-1,56,1,4,7,5,0,1
3164,16,-1,0,1,-1,52,13,12,10,19,-1,0
3165,3,0,1,7,-1,75,10,2,0,5,-1,2
3166,9,1,0,10,-1,43,12,9,22,1,-1,0
3167,2,0,2,16,-1,27,9,1,16,18,-1,2
3168,9,1,0,2,24,38,13,6,3,1,-1,0
3169,5,1,0,4,11,29,8,5,11,6,-1,0
3170,5,1,0,8,20,97,2,3,4,6,-1,0
3171,15,1,0,15,1,50,13,12,10,16,-1,0
3172,0,-1,1,15,1,50,11,11,2,12,-1,1
3173,0,-1,1,5,-1,8,4,-1,25,12,-1,1
3174,3,0,1,13,-1,65,1,4,27,5,-1,1
3175,3,0,1,8,20,60,10,4,1,5,0,1
3176,12,1,0,13,12,21,6,10,14,8,0,0
3177,4,1,0,7,-1,32,8,2,6,4,-1,0
3178,13,0,1,20,10,23,11,11,2,2,0,1
3179,0,-1,1,8,-1,34,4,-1,17,12,-1,1
3180,8,0,1,1,2,4,10,4,1,9,-1,1
3181,3,0,1,3,5,95,10,4,1,5,0,1
3182,6,0,1,13,-1,65,7,13,33,7,-1,1
3183,0,0,1,7,-1,32,4,13,24,12,-1,1
3184,13,0,1,9,6,76,11,11,2,2,0,1
3185,5,1,0,7,-1,51,2,3,4,6,-1,0
3186,6,0,1,2,24,38,11,11,2,7,2,1
3187,13,0,1,1,3,53,11,11,21,9,0,1
3188,0,-1,1,1,-1,52,4,-1,25,12,-1,1
3189,3,0,1,4,11,18,10,4,1,5,0,1
3190,7,0,2,13,12,21,14,0,8,17,-1,2
3191,6,0,1,3,8,57,7,13,15,7,1,1
3192,0,-1,2,20,-1,12,0,7,13,12,-1,1
3193,14,0,2,14,15,79,14,0,9,0,2,2
3194,5,1,0,17,-1,92,8,2,6,6,-1,0
3195,1,1,0,2,-1,43,12,8,26,4,0,0
3196,0,0,1,1,2,66,4,14,17,12,1,1
3197,3,0,1,14,15,79,1,4,27,5,0,1
3198,0,0,1,13,21,69,7,13,24,12,-1,1
3199,15,1,0,1,3,4,13,12,10,16,0,0
3200,4,1,0,15,1,50,8,2,6,13,0,0
3201,7,0,2,12,22,20,5,1,5,17,-1,2
3202,3,0,2,7,-1,41,10,4,1,5,-1,1
3203,12,1,0,7,-1,51,6,10,14,8,0,0
3204,3,0,1,3,5,95,1,4,7,5,0,1
3205,4,1,0,3,5,95,2,3,4,13,0,0
3206,13,0,1,16,-1,30,11,11,2,2,0,1
3207,2,0,2,19,-1,44,9,1,16,11,-1,2
3208,1,1,0,1,3,3,13,12,10,14,-1,0
3209,3,0,1,14,15,79,1,4,27,5,0,1
3210,4,1,0,3,5,95,8,5,11,4,-1,0
3211,2,0,2,18,-1,71,9,1,16,11,-1,2
3212,0,-1,1,8,20,60,11,11,2,12,-1,1
3213,2,0,2,14,15,79,5,1,28,11,2,2
3214,4,1,0,3,5,95,2,3,4,13,0,0
3215,4,1,0,11,7,85,2,3,4,13,0,0
3216,10,-1,2,12,-1,15,5,1,5,3,-1,2
3217,1,1,0,6,22,20,8,5,11,4,0,0
3218,1,1,0,12,-1,22,8,5,11,4,-1,0
3219,0,0,1,15,1,50,7,13,33,12,-1,1
3220,0,0,1,14,14,5,11,11,2,12,-1,1
3221,14,0,2,12,23,91,10,2,0,0,2,2
3222,4,1,0,13,12,21,2,3,4,13,0,0
3223,4,1,0,16,21,59,2,3,4,13,0,0
3224,0,-1,1,16,21,54,7,13,15,15,-1,1
3225,10,-1,2,2,-1,8,5,7,12,3,-1,2
3226,5,1,0,1,-1,52,2,3,4,6,-1,0
3227,2,0,2,12,23,11,9,1,23,18,-1,2
3228,4,1,0,13,21,69,2,3,4,13,0,0
3229,12,1,0,1,3,53,6,10,14,8,0,0
3230,9,1,0,1,-1,62,13,6,3,10,-1,0
3231,5,1,0,6,23,17,8,2,6,6,-1,0
3232,2,0,2,13,12,21,9,1,23,18,2,2
3233,3,0,1,17,-1,92,10,4,1,5,0,1
3234,1,1,0,6,22,49,8,2,6,4,0,0
3235,1,1,0,6,22,61,8,5,11,14,-1,0
3236,10,-1,1,16,21,59,5,7,12,18,-1,1
3237,4,1,0,20,-1,12,2,3,4,13,0,0
3238,2,0,2,13,26,10,9,1,16,18,-1,2
3239,4,1,0,1,-1,62,8,5,11,4,-1,0
3240,3,0,1,11,7,85,1,4,27,5,0,1
3241,6,0,1,1,2,4,7,13,34,7,1,1
3242,1,1,0,0,-1,56,13,12,10,14,0,0
3243,11,0,1,1,2,4,7,-1,33,15,-1,1
3244,1,1,0,6,22,20,12,8,26,14,0,0
3245,4,1,0,17,-1,65,8,2,6,13,-1,0
3246,1,1,0,16,21,59,13,12,10,14,-1,0
3247,4,1,0,17,-1,0,2,3,4,4,0,0
3248,13,0,1,0,-1,56,11,11,2,2,0,1
3249,8,0,1,11,9,2,10,4,1,9,-1,1
3250,13,0,1,14,15,79,11,11,21,2,0,1
3251,14,0,1,18,17,22,5,7,12,0,-1,2
3252,7,0,2,16,21,59,3,8,31,17,-1,2
3253,6,0,1,3,8,57,7,13,24,7,1,1
3254,5,-1,0,0,-1,77,12,8,26,1,-1,0
3255,1,1,0,6,22,49,13,6,3,4,0,0
3256,9,1,0,18,-1,71,12,9,22,10,-1,0
3257,6,0,1,6,22,61,7,13,15,7,-1,1
3258,14,0,2,0,16,45,5,7,12,11,2,1
3259,12,1,0,1,2,4,6,10,14,8,0,0
3260,4,1,0,19,-1,42,8,2,6,4,0,0
3261,3,0,1,19,-1,6,1,4,20,5,0,1
3262,13,0,1,1,-1,52,1,4,20,2,-1,1
3263,1,1,0,16,-1,30,12,9,22,1,-1,0
3264,1,1,0,10,18,87,8,5,11,4,0,0
3265,1,1,0,0,-1,56,2,3,4,14,-1,0
3266,3,0,1,13,-1,65,10,4,1,5,0,1
3267,13,0,1,15,1,66,11,11,21,2,0,1
3268,4,1,0,17,-1,65,2,3,4,13,0,0
3269,6,0,1,13,12,21,0,7,13,7,-1,1
3270,4,1,0,19,-1,6,8,2,6,4,0,0
3271,12,1,0,13,12,36,6,10,14,8,0,0
3272,0,-1,1,18,-1,25,0,6,3,12,-1,1
3273,9,1,0,2,24,38,13,6,3,1,-1,0
3274,1,1,0,15,0,39,6,10,14,14,-1,0
3275,3,0,1,18,-1,64,1,4,7,5,-1,1
3276,2,0,2,18,17,81,9,1,18,11,2,2
3277,5,1,0,20,-1,12,8,5,11,6,-1,0
3278,3,0,1,15,1,50,6,2,32,5,1,1
3279,6,0,1,19,-1,74,7,13,34,7,-1,1
3280,4,1,0,6,22,49,8,5,11,4,0,0
3281,14,0,2,13,26,10,3,8,19,0,2,2
3282,9,1,0,20,-1,68,13,6,3,10,-1,0
3283,1,1,0,8,20,97,13,6,3,14,0,0
3284,3,0,1,11,7,85,1,4,20,5,0,1
3285,6,0,1,0,-1,77,7,13,34,7,-1,1
3286,8,-1,1,3,8,57,7,-1,15,9,-1,1
3287,4,1,0,3,5,95,2,3,4,13,0,0
3288,5,1,0,9,4,76,2,3,4,6,-1,0
3289,8,0,1,15,1,50,1,4,20,9,-1,1
3290,1,1,0,19,16,6,8,2,6,4,0,0
3291,5,-1,0,16,-1,30,8,5,11,6,-1,0
3292,12,1,0,15,-1,55,6,10,14,19,-1,0
3293,13,0,1,1,-1,62,11,11,21,2,-1,1
3294,5,1,0,15,1,50,2,3,4,6,0,0
3295,2,-1,2,4,11,13,9,1,18,11,-1,2
3296,2,0,2,6,22,49,9,1,16,18,-1,2
3297,12,1,0,14,-1,0,13,12,10,8,0,0
3298,2,0,2,3,8,57,5,7,12,11,-1,2
3299,14,0,2,6,22,49,12,1,36,0,2,2
3300,11,-1,1,20,-1,33,4,13,24,15,-1,1
3301,8,-1,1,16,21,54,11,11,2,9,-1,1
3302,9,1,0,13,26,10,13,6,3,10,-1,0
3303,14,0,2,0,16,45,14,0,9,0,2,2
3304,2,-1,2,8,-1,99,0,7,13,17,-1,2
3305,12,1,0,16,-1,83,6,10,14,8,0,0
3306,6,0,1,10,-1,46,7,13,15,7,-1,1
3307,3,0,1,1,2,4,10,4,1,5,0,1
3308,15,1,0,7,-1,67,13,12,10,16,-1,0
3309,14,0,2,4,11,13,9,1,18,11,-1,2
3310,12,1,0,4,-1,16,13,12,10,8,-1,0
3311,6,0,1,9,4,90,7,13,15,7,1,1
3312,16,1,0,11,-1,24,13,12,10,19,-1,0
3313,14,0,2,6,22,20,14,0,8,0,-1,2
3314,12,1,0,17,-1,8,6,10,14,8,-1,0
3315,11,-1,1,12,23,11,7,-1,33,15,-1,1
3316,14,0,2,18,17,22,10,2,0,0,-1,2
3317,8,-1,1,1,2,4,10,2,0,9,-1,1
3318,10,-1,2,18,-1,72,5,1,5,3,-1,2
3319,10,-1,2,7,-1,32,3,8,19,3,-1,2
3320,12,1,0,16,21,59,6,10,14,8,0,0
3321,16,-1,1,2,25,27,4,13,24,18,-1,1
3322,15,1,0,13,21,69,13,12,10,16,-1,0
3323,4,1,0,3,5,95,2,3,4,13,0,0
3324,6,0,1,20,-1,33,7,13,33,7,-1,1
3325,4,1,0,3,5,95,2,3,4,13,0,0
3326,1,1,0,2,-1,64,8,2,6,14,-1,0
3327,15,1,0,3,5,95,13,12,10,16,0,0
3328,13,0,1,0,16,45,11,11,21,2,0,1
3329,1,1,0,3,-1,2,2,3,4,14,-1,0
3330,1,1,0,7,-1,32,12,8,26,4,-1,0
3331,14,0,2,10,18,84,14,0,8,0,2,2
3332,15,1,0,5,13,14,13,12,10,16,0,0
3333,16,-1,0,16,21,54,13,6,3,1,-1,0
3334,6,0,1,13,12,21,7,13,37,7,-1,1
3335,15,-1,0,3,8,57,13,12,10,16,-1,0
3336,2,0,1,8,20,60,0,7,13,18,-1,1
3337,8,-1,1,1,-1,62,10,4,1,9,-1,1
3338,9,1,0,1,3,53,12,9,22,16,-1,0
3339,6,0,1,9,6,37,4,13,24,7,-1,1
3340,2,0,2,10,18,87,5,1,28,11,2,2
3341,9,1,0,19,-1,6,12,9,22,10,-1,0
3342,1,1,0,4,11,13,12,8,26,4,0,0
3343,4,1,0,3,5,95,2,3,4,13,0,0
3344,1,1,0,5,13,14,12,8,26,4,0,0
3345,9,1,0,4,11,18,13,6,3,1,-1,0
3346,13,0,1,15,1,50,11,11,2,2,0,1
3347,15,-1,0,6,22,49,13,12,10,16,-1,0
3348,15,1,0,1,2,4,13,12,10,16,0,0
3349,4,1,0,20,-1,12,2,3,4,13,0,0
3350,3,0,1,1,2,4,1,4,20,5,0,1
3351,4,1,0,5,-1,9,8,2,6,4,0,0
3352,13,0,1,8,20,97,11,11,21,2,0,1
3353,6,0,1,11,-1,24,0,7,13,7,-1,1
3354,1,1,0,18,-1,71,12,8,26,14,0,0
3355,12,1,0,14,15,79,6,10,14,8,0,0
3356,9,1,0,5,13,14,12,8,22,10,-1,0
3357,1,1,0,7,-1,67,12,8,26,14,-1,0
3358,14,-1,1,2,24,93,6,2,32,0,-1,1
3359,11,-1,1,12,23,11,6,10,14,15,-1,1
3360,0,-1,1,6,22,98,10,4,1,12,-1,1
3361,15,1,0,5,13,7,13,12,10,16,-1,0
3362,3,0,1,3,5,95,10,4,1,5,0,1
3363,4,1,0,9,4,90,2,3,4,13,0,0
3364,8,0,1,12,22,20,10,4,1,9,-1,1
3365,4,1,0,13,21,69,2,3,4,13,0,0
3366,2,0,2,10,18,43,9,1,16,11,-1,2
3367,14,0,1,4,11,18,10,2,0,0,-1,1
3368,2,0,1,7,-1,51,0,7,13,18,-1,1
3369,12,1,0,3,5,95,6,10,14,8,0,0
3370,1,1,0,1,2,4,2,3,4,14,-1,0
3371,5,1,0,20,10,88,8,2,6,6,-1,0
3372,1,1,0,17,26,58,12,8,26,14,0,0
3373,15,-1,0,14,-1,5,13,10,10,16,-1,0
3374,5,1,0,2,24,71,2,3,4,6,-1,0
